id,price
188533,17078.92540971598
188534,82400.44617940376
188535,54508.336959366105
188536,27586.784299259238
188537,29921.490109432205
188538,15328.901367601624
188539,14387.803125949484
188540,44872.54372174426
188541,76835.17365665555
188542,33468.05297777639
188543,25023.283046225326
188544,12131.517649996393
188545,49502.32716752817
188546,119103.39659089137
188547,16905.16677703035
188548,117312.14668109226
188549,20057.914379272395
188550,10345.446330556939
188551,89859.23933214965
188552,66378.93197905697
188553,67080.95529033529
188554,21814.654277803864
188555,42656.04869681267
188556,20728.006433550385
188557,23933.712533313177
188558,98027.90457258697
188559,31829.420827393187
188560,14182.774532591333
188561,73332.98722500753
188562,24191.52211205863
188563,95925.41593285046
188564,73709.4133231249
188565,73489.75329120646
188566,31663.531615786767
188567,12895.800109603413
188568,47643.19190280479
188569,19883.872107517032
188570,16858.201603090372
188571,39272.41376611909
188572,104542.81261973361
188573,29792.519274944258
188574,32547.120961804707
188575,39211.21797927913
188576,32317.339169346058
188577,10830.556679992213
188578,33993.78746995849
188579,41241.45236060932
188580,32305.38126117991
188581,86650.57039301476
188582,25178.774776263097
188583,98133.28601447772
188584,33163.30538255695
188585,39330.92224326374
188586,30664.762877089903
188587,59723.26310686143
188588,25976.60875820775
188589,17362.605990003754
188590,21414.85005765428
188591,27401.533078798006
188592,37907.77397181332
188593,34741.64634039365
188594,67027.55111660356
188595,27455.78150262574
188596,35991.57924607862
188597,27393.26932311423
188598,24893.980102580645
188599,11619.234493024827
188600,52881.319935957166
188601,53993.62359039312
188602,33773.120331703576
188603,154537.067536646
188604,11835.293738378647
188605,40650.20023109302
188606,32739.163445764338
188607,60152.124217710996
188608,14670.789121988186
188609,53138.85014201173
188610,38398.21597777754
188611,18791.55530086186
188612,77584.98333556682
188613,21370.401883290335
188614,20545.819354450574
188615,34862.51811865152
188616,74607.91539939263
188617,44891.11166081516
188618,24145.223099885974
188619,83277.84185863225
188620,24324.943085496936
188621,21414.316412945464
188622,105974.49485720445
188623,55507.1366106308
188624,42148.35786129651
188625,29657.13589557258
188626,17339.3651719782
188627,100384.04543938245
188628,83180.12079333048
188629,23043.266736492104
188630,25345.171928443313
188631,68123.9652224177
188632,50801.01404620392
188633,65075.8669407055
188634,10822.162747457045
188635,34336.80290374482
188636,45522.49615715801
188637,11167.54948778465
188638,34457.412099551235
188639,22474.94357009691
188640,10596.736881462184
188641,24198.585462243936
188642,12059.446670173245
188643,105291.30175789093
188644,98106.93478637832
188645,58483.844781175336
188646,5471.653066347239
188647,25883.09223435877
188648,27625.04646306653
188649,35991.371340749305
188650,94655.60199651972
188651,49912.63757174117
188652,67507.48340108294
188653,81281.8731558647
188654,12633.20833189768
188655,16341.519988199008
188656,33088.057359447084
188657,33512.74121102494
188658,9726.206808589275
188659,59646.341143211816
188660,11062.29822279367
188661,97926.15002742727
188662,12801.536273872243
188663,15852.024100027687
188664,85991.95315407339
188665,151001.48094142662
188666,26874.108792730975
188667,10326.727802101354
188668,14919.457155118851
188669,25069.34969600602
188670,65618.23749183808
188671,20771.946541872378
188672,24363.577075197678
188673,72181.20485430704
188674,14961.363503841727
188675,32909.410483549065
188676,48140.58142083424
188677,10657.522739709744
188678,33822.85715972039
188679,72166.31021389109
188680,64505.617271223025
188681,13170.589428100153
188682,14394.007380755114
188683,12465.117682776417
188684,76158.30560468549
188685,46670.23979000926
188686,110493.85361323613
188687,21716.517130169257
188688,34713.56748519059
188689,9656.53866298814
188690,34898.1045407449
188691,38128.68202196214
188692,32256.516590364532
188693,10351.364825742623
188694,14196.27513903521
188695,19934.606893327124
188696,76391.87249946602
188697,26724.158304852095
188698,15670.022881581497
188699,59172.42216584754
188700,153824.32090341445
188701,29080.735349763087
188702,14142.465444081521
188703,89451.62022983929
188704,48414.88279365336
188705,25921.10656771207
188706,92908.89258895426
188707,10290.994511241306
188708,11561.59494919968
188709,12485.706358917287
188710,22647.77378806732
188711,28710.14054986131
188712,53791.952529482034
188713,33099.8529487532
188714,22222.26878311693
188715,37565.03400382154
188716,69647.14317788137
188717,10910.694354714926
188718,16335.680888410658
188719,31150.30284003708
188720,15522.607528646888
188721,68357.06338466608
188722,82150.78817336413
188723,21859.648658350932
188724,30026.894396033786
188725,11763.762229579055
188726,38347.55590283094
188727,10822.139688753241
188728,50725.64018849247
188729,17211.91961617459
188730,79652.71217298426
188731,64741.84732390776
188732,38073.199045791866
188733,17368.234012821827
188734,15410.88769103981
188735,9378.376038447666
188736,10349.417721531023
188737,89024.26151392807
188738,70757.14922804576
188739,67638.73660770491
188740,78644.56363304988
188741,41685.36281718361
188742,25904.165157825446
188743,30274.453183334543
188744,80609.80143058553
188745,58883.39509358742
188746,35850.10958522979
188747,33385.88616725236
188748,19382.949309811673
188749,64370.90707326975
188750,9167.508622255802
188751,49395.57408327241
188752,97934.74068931873
188753,12880.382246117384
188754,35014.72491252188
188755,63242.13430728492
188756,35057.45310066988
188757,21926.47278524518
188758,11908.369607152908
188759,16264.620309028352
188760,12609.559981071943
188761,38363.9084169887
188762,49473.54355269387
188763,32526.055401592213
188764,12924.504234072901
188765,54793.77193889882
188766,34758.31970507857
188767,9858.575055224896
188768,30239.755116481247
188769,75890.51688580094
188770,43360.907567905684
188771,13604.172877941262
188772,9121.68159049158
188773,41114.15184008826
188774,45712.03747917099
188775,46566.91050917264
188776,11967.00612433836
188777,21356.09005389973
188778,22298.003894427038
188779,66823.77350352661
188780,52904.88950969083
188781,84952.00048062358
188782,17721.339342736297
188783,18053.15669555205
188784,41719.55663886975
188785,33624.96984920765
188786,37364.38683169192
188787,8738.43405165941
188788,18474.29905232303
188789,52156.66623833375
188790,12625.7332991632
188791,9280.133106867721
188792,77907.59611049664
188793,17419.07710912507
188794,14855.88501238965
188795,40683.028293183146
188796,22304.127187590297
188797,92484.70863690227
188798,21418.37540661187
188799,16252.691865589664
188800,51535.37617178459
188801,49638.46702789802
188802,26620.898223515145
188803,81683.29872520673
188804,12563.701162082909
188805,13766.376285572938
188806,79227.26260339821
188807,39398.68000339577
188808,66987.28102554758
188809,28996.913770070598
188810,23026.461789126588
188811,51602.82357667673
188812,19835.71746504418
188813,9755.613317784224
188814,40219.30361449444
188815,16099.233590549513
188816,38078.96007730994
188817,33473.941043576466
188818,38264.777603734736
188819,45679.716813105566
188820,44136.68121001072
188821,34835.612730198656
188822,18551.4887721321
188823,41342.7952137369
188824,10818.905438390833
188825,22547.25518234549
188826,10161.899243703243
188827,36926.51652285979
188828,32457.17269375025
188829,24535.13696113358
188830,54448.534009964205
188831,65332.30559080634
188832,10327.209742361008
188833,24769.16594366667
188834,26998.53256366423
188835,21714.707430553688
188836,29925.058259239093
188837,53219.60340461989
188838,18363.37690617694
188839,16155.572028468436
188840,26186.431344482608
188841,59656.09279181315
188842,13701.892978987375
188843,49269.25933034056
188844,37478.80361250116
188845,20552.053457842198
188846,36055.29312795172
188847,49800.8676310274
188848,23224.29337845416
188849,29321.560712208964
188850,73150.91735612245
188851,146908.42654472296
188852,74785.76806781394
188853,14192.550111825025
188854,19617.67760178205
188855,62231.86720505128
188856,163194.75537434415
188857,106855.30194282098
188858,58054.220257424226
188859,39083.53502214106
188860,7821.098975634457
188861,35785.60498854167
188862,84670.18347262342
188863,22076.612550837668
188864,26548.00067715646
188865,31174.084830944474
188866,49044.211315997745
188867,13036.21340335171
188868,144529.6008194598
188869,21521.08224117993
188870,12472.22621950353
188871,10966.112976482455
188872,33928.51808710768
188873,44800.362480533244
188874,39603.89254745407
188875,16989.926780941147
188876,26414.72476869233
188877,52604.83653337079
188878,74709.64835062204
188879,81147.30974476047
188880,42110.75945466536
188881,10153.819074134593
188882,55578.36989970754
188883,34855.37790236148
188884,87767.26549217294
188885,36579.34186147338
188886,48912.202045798454
188887,174501.48060764297
188888,184900.99461464287
188889,115491.59913979859
188890,16283.951705714255
188891,34179.27559016919
188892,24010.401761951638
188893,121178.04102837965
188894,10136.367262429178
188895,21211.180303506844
188896,33790.89796620781
188897,16368.192493149243
188898,11035.16651369855
188899,151844.50134389524
188900,7804.796252289218
188901,11316.29649030646
188902,82397.66142542534
188903,64124.556885799764
188904,28641.674555173762
188905,36284.93127491786
188906,61806.57938880479
188907,64737.55663006853
188908,20853.196372813247
188909,34323.37779226746
188910,24019.05297128677
188911,48490.034832719466
188912,30181.242647697876
188913,81496.44304411435
188914,55195.813811245534
188915,58382.43337377268
188916,10541.77902949199
188917,48031.18328999773
188918,12396.56659329939
188919,58462.53558177945
188920,17098.02365456014
188921,49838.49892395099
188922,35113.764924811425
188923,72037.72169288687
188924,53358.87636242648
188925,71369.85371400745
188926,54105.84378796482
188927,8928.911070018414
188928,50105.091825494004
188929,19419.447259771416
188930,13412.172940504399
188931,45424.32035751997
188932,28452.653171478916
188933,71238.83834059861
188934,51135.39501780485
188935,35640.406607702884
188936,35408.190401850574
188937,34462.9439999805
188938,21704.70435854746
188939,48053.64010366272
188940,12029.267477640013
188941,88939.5369263969
188942,83538.10194788416
188943,69357.66169699372
188944,38336.09598187429
188945,16825.272159736916
188946,32512.650365141
188947,39554.604977300354
188948,64982.29784605295
188949,166376.09529253843
188950,22242.027745063933
188951,36457.94087912042
188952,9638.98456619329
188953,8742.828786801072
188954,20497.3466265659
188955,64817.19190478234
188956,24569.405463816332
188957,36373.17158870578
188958,25415.284164141696
188959,13468.981812810001
188960,50393.546801694014
188961,68042.47209822793
188962,13782.16186151814
188963,67187.29484962129
188964,43197.375492088715
188965,6792.355609438144
188966,55675.41374487964
188967,48228.53102336121
188968,26486.16777981456
188969,35902.51891315913
188970,37689.96834937927
188971,32223.65752481549
188972,128688.93870003967
188973,95023.46540007179
188974,37926.486321692704
188975,27354.428477413254
188976,15762.309483624418
188977,25976.32454930558
188978,10280.365889138193
188979,54046.32537496016
