id,price
188533,17993.743967791663
188534,83654.52819438562
188535,55615.50716767253
188536,25060.583303550946
188537,30261.539807203964
188538,16166.867367496703
188539,14975.203987343437
188540,47051.82586872375
188541,73391.99805846454
188542,32484.587949044897
188543,29364.0749575577
188544,10997.712915002314
188545,46126.349178841425
188546,122262.89053261976
188547,16287.098747645348
188548,105358.47557830127
188549,20859.735033860343
188550,10011.552125853748
188551,91367.33814995736
188552,64716.88475552341
188553,67005.4215861426
188554,24530.02067967873
188555,42181.21830564448
188556,23523.24761095881
188557,26979.248811069665
188558,100157.53581661503
188559,35505.38716878881
188560,12623.55867958446
188561,73549.46079245201
188562,23662.941596969533
188563,94660.18941674435
188564,68862.10926187159
188565,89496.39183999591
188566,29503.92986559979
188567,13866.555573910791
188568,49723.93261391473
188569,18837.34883197823
188570,17061.052591254258
188571,39729.95423261774
188572,101486.5969676779
188573,25726.38507153412
188574,33075.548914938154
188575,40209.73441923861
188576,33766.19157234878
188577,12162.940996704885
188578,31679.182096804427
188579,42204.232513825555
188580,35021.98919960978
188581,91510.73390057054
188582,23593.821153056437
188583,98678.62985525894
188584,30758.915165554896
188585,37308.70020178454
188586,28968.48318678616
188587,58819.35598254336
188588,26378.183216597063
188589,18776.07494011094
188590,20617.73950378253
188591,27123.91789309367
188592,36974.105874373374
188593,31120.975287709105
188594,66971.58308096949
188595,26754.18170414956
188596,37622.48326679635
188597,28998.600004958145
188598,27381.592499202066
188599,12749.182118281311
188600,51385.36042690687
188601,53174.70832709372
188602,39366.438261249205
188603,151784.59309495543
188604,13540.981605283387
188605,48320.27726444643
188606,37315.89749112666
188607,60387.18859878268
188608,15257.075426692249
188609,53564.4741534361
188610,37892.84344140098
188611,20021.174676306844
188612,77441.01009303541
188613,21703.925787977558
188614,18825.512105769165
188615,38008.435769523305
188616,66739.28281666193
188617,44019.33883209398
188618,22243.635653985217
188619,83585.63971253145
188620,31374.185872643942
188621,21947.124465575023
188622,119602.43419020814
188623,55275.783860695876
188624,41408.21232384534
188625,29386.383971917432
188626,16843.14303056575
188627,94268.85363535475
188628,84486.6352263536
188629,23336.35374669691
188630,23385.062192020716
188631,72328.48927054452
188632,50338.6106539114
188633,63592.0638731376
188634,11154.934588355944
188635,35334.779274094704
188636,44753.54704563348
188637,11682.328681115203
188638,32916.33894755077
188639,24887.141032644628
188640,10873.128858506743
188641,25344.966199529215
188642,13329.584840862735
188643,105380.10768242672
188644,94876.93121748688
188645,58282.128855865725
188646,7221.042484977566
188647,22435.757449649267
188648,28726.79455228906
188649,37072.00143706861
188650,92406.48916826697
188651,50255.215789782196
188652,71090.98303201867
188653,96466.23308904399
188654,12855.75455247875
188655,16170.501923792728
188656,37289.963527818
188657,34610.252741930766
188658,10532.758439258943
188659,61097.14227914009
188660,12805.073688000066
188661,93893.42194639238
188662,14787.50288214619
188663,14772.131608268135
188664,86137.07920333638
188665,150483.51908505696
188666,26617.552730925858
188667,11053.932861699157
188668,16262.716908975675
188669,26350.340261774953
188670,66872.9987960493
188671,18816.796191881374
188672,19237.30810046335
188673,72300.33506631695
188674,14180.307731297065
188675,33611.67222810701
188676,44179.496057248536
188677,10907.468260500118
188678,35234.46134922458
188679,60155.80489651106
188680,62874.090796989956
188681,13338.386052731512
188682,13815.85767298775
188683,12148.323052420314
188684,72116.38572901471
188685,46623.86565471893
188686,109250.08567223251
188687,22771.731416156454
188688,35862.75383613248
188689,9743.642431709008
188690,33933.21776375636
188691,37615.884571131784
188692,31541.820042189192
188693,10266.216156263941
188694,13068.977311212784
188695,17908.931522096093
188696,75945.19175694822
188697,29168.24381355753
188698,13899.342176013703
188699,58868.2315027431
188700,137490.6628627183
188701,29901.667482256424
188702,17092.609625180143
188703,88494.1618362546
188704,48025.10568207887
188705,27065.685186918778
188706,90872.14402874709
188707,13078.082046948592
188708,9547.237256171724
188709,13619.78663514056
188710,23360.951372321164
188711,30488.913730289914
188712,53564.75554026266
188713,38294.38368244686
188714,21680.40049429134
188715,39413.67182334517
188716,70204.62847379099
188717,11798.580556433251
188718,16025.000153952762
188719,29188.227225261497
188720,14579.397057170845
188721,69571.69006403937
188722,77941.30360057643
188723,24343.918313786453
188724,32101.067008632883
188725,11174.785914765544
188726,42770.19073996837
188727,10271.801984149282
188728,51524.24248631338
188729,18331.100481883135
188730,77539.38889377496
188731,63049.79398764233
188732,36895.530205606876
188733,17462.78112452051
188734,17958.59151625071
188735,9884.173482995397
188736,8074.401546352953
188737,88696.92584370577
188738,74351.49373163891
188739,57220.50787769576
188740,76916.11288335607
188741,39541.73268778031
188742,26586.93081573104
188743,28113.01924238426
188744,83710.41273460988
188745,56961.32688245309
188746,34470.95228060975
188747,37221.73536752948
188748,15504.855125258537
188749,64692.70221402832
188750,9481.891707702938
188751,48597.15342095422
188752,102286.27447756862
188753,17174.642489782877
188754,36680.309555533124
188755,62459.48205578277
188756,32737.868244362453
188757,21647.613736813677
188758,14098.822578610689
188759,18159.604622078834
188760,13748.3756264223
188761,36151.11438839864
188762,44967.96820892939
188763,33650.98683559743
188764,13638.39974398502
188765,55171.43571687954
188766,32089.215428709656
188767,8858.73078010774
188768,31852.412453112414
188769,76142.58115159543
188770,42013.970293772
188771,13256.848349619646
188772,9402.120803270418
188773,39814.55142259056
188774,46929.5099823789
188775,47954.640202077215
188776,13224.11107397853
188777,21736.992897475015
188778,21885.89679470545
188779,66812.48639443914
188780,52272.24519383786
188781,84148.25566217749
188782,16414.661652064555
188783,20094.322210943785
188784,42773.3119999632
188785,31850.1628660685
188786,35223.85959185451
188787,12131.443117614777
188788,13449.90350586177
188789,52685.74309165289
188790,13309.025774957167
188791,9370.477496133068
188792,78533.17650811153
188793,22308.051355889867
188794,12805.539932290985
188795,43281.310657167654
188796,23824.556590345182
188797,92484.93759573679
188798,23443.538295302926
188799,14659.356642841545
188800,50605.88361651011
188801,49731.812418501206
188802,27116.380477065926
188803,83275.1402684376
188804,16465.950328127336
188805,13982.552313897646
188806,86826.46004924478
188807,39668.09805892493
188808,61951.012536215465
188809,32263.161715054746
188810,15844.246998424822
188811,51560.10345143707
188812,19741.475712966036
188813,8855.504188420136
188814,43014.40320048233
188815,14497.340549234408
188816,42912.89224903252
188817,32663.29782823672
188818,37672.75178592842
188819,44936.59382812397
188820,46456.66657487049
188821,33509.71915109978
188822,20760.953887849355
188823,41254.622218283424
188824,11677.189833164866
188825,21677.853652701066
188826,10359.993972917715
188827,37038.33390049635
188828,29781.73817862124
188829,15814.004244872709
188830,50271.42393908424
188831,66495.66100189497
188832,10028.00111850338
188833,26658.425278279563
188834,27296.390207915603
188835,22413.039827193497
188836,28860.28820632464
188837,61290.92321890478
188838,16357.5602308946
188839,17230.156656827334
188840,26123.042877523978
188841,64225.06001681557
188842,15775.667579044162
188843,50367.77454412405
188844,38026.898242529205
188845,20338.771461355962
188846,36498.69512561258
188847,51564.06022230084
188848,14605.223096855447
188849,31160.29828065639
188850,73198.60503742656
188851,140587.08881082915
188852,76959.2429218274
188853,16164.511262335343
188854,20015.178428069794
188855,60710.131815853456
188856,95758.39121045746
188857,107382.9850566519
188858,62115.18031439447
188859,38177.93593496401
188860,7699.76350054009
188861,28278.703772466957
188862,87868.73641327342
188863,21695.86052008454
188864,27407.22950763582
188865,30552.85544938928
188866,49393.31825875458
188867,13265.189232993938
188868,148461.8415548671
188869,22397.990538903436
188870,28469.525031552774
188871,10521.381193195208
188872,34852.85146547687
188873,45720.13611122515
188874,41125.44560942265
188875,17628.49390810983
188876,28488.864403572814
188877,51396.66144562807
188878,74339.99258094697
188879,100647.47057908864
188880,42066.96330761019
188881,11504.24522975622
188882,36083.29979667519
188883,35418.52658879735
188884,63370.50671347184
188885,39356.00819297988
188886,48111.074545886506
188887,214138.8374168349
188888,184065.15883864166
188889,105445.65496150295
188890,16300.206032994585
188891,35026.96141048245
188892,22801.170638530748
188893,114759.37582444256
188894,10038.987097637506
188895,21116.01811297821
188896,35957.34853125771
188897,16748.039845041258
188898,12587.398469013422
188899,158755.58943445032
188900,7877.358880313895
188901,10750.306871553903
188902,83265.19253850427
188903,65320.0265783341
188904,26355.62904619354
188905,35993.896517395064
188906,66501.68975493617
188907,61956.12166785494
188908,19367.76549366364
188909,35234.3718847338
188910,30271.021413723785
188911,46713.47546738237
188912,31775.89221414696
188913,80701.58796257743
188914,55033.86484651039
188915,51942.025431660855
188916,11836.56433279168
188917,47666.262868724094
188918,11758.643496635057
188919,51383.88708533779
188920,17549.48505042202
188921,50927.752083988904
188922,35838.51301774317
188923,74067.4845975244
188924,56850.188684305685
188925,71193.1636577708
188926,51834.08498545649
188927,8381.556309986536
188928,45379.66360154935
188929,20157.443497222055
188930,13391.003087444973
188931,46406.41010722282
188932,29123.46951246251
188933,71207.55004918354
188934,49449.35390562698
188935,35165.882126952645
188936,32598.12273481404
188937,32655.782927765616
188938,22042.241218749106
188939,48320.62832865284
188940,13070.0387668329
188941,89106.73710853883
188942,82092.35239522117
188943,71873.8047712794
188944,39419.3403607263
188945,17714.92616975554
188946,33738.57080170022
188947,39468.59908341287
188948,64619.515604298926
188949,169509.67837681415
188950,25516.627914616434
188951,39867.23807008758
188952,9300.515335861477
